user_id,movie_id,title,genre,director,language,age_rating,year,rating,age,gender,occupation,timestamp
U0091,M0074,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Spanish,R,2015,1.5,22.0,Unknown,Artist,2024-05-04
U0028,M0001,The Dark Storm,Action,Christopher Nolan,English,G,1997,4.0,63.0,F,Student,2024-05-07
U0226,M0075,The Golden River,Romance,Quentin Tarantino,French,NC-17,2007,3.5,59.0,M,Doctor,2024-06-18
U0272,M0078,The Shattered Star,Animation,Ava DuVernay,Hindi,PG-13,2010,3.0,28.0,Other,Other,2024-12-09
U0164,M0044,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2002,3.5,21.0,Other,Engineer,2024-07-23
U0290,M0115,The Golden River,Romance,Quentin Tarantino,French,NC-17,2019,4.0,58.0,Other,Engineer,2024-03-22
U0090,M0134,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Hindi,R,2013,2.5,24.0,Unknown,Unknown,2024-08-18
U0053,M0024,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,2017,4.5,41.0,F,Artist,2024-07-25
U0076,M0028,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,2003,3.5,53.0,F,Doctor,2024-09-26
U0250,M0063,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,2005,4.0,26.0,Other,Engineer,2024-06-25
U0240,M0006,The Broken Path,Thriller,Unknown,Hindi,G,1998,2.0,45.0,F,Artist,2024-05-17
U0268,M0143,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,1998,3.5,41.0,F,Artist,2024-08-20
U0215,M0137,The Sacred Sky,Horror,Martin Scorsese,English,PG,1993,2.5,22.0,Other,Unknown,2024-06-03
U0135,M0080,The Bright Sun,Fantasy,Jordan Peele,Italian,NC-17,2021,2.0,55.0,Other,Teacher,2024-08-03
U0217,M0114,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Unknown,R,2000,4.0,31.0,M,Doctor,2024-05-24
U0203,M0127,The Last Journey,Horror,Unknown,Portuguese,PG,2000,4.0,21.0,M,Artist,2024-02-11
U0101,M0082,The Lost Heart,Comedy,Greta Gerwig,Unknown,PG,2019,2.5,35.0,Other,Doctor,2024-10-08
U0060,M0150,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,2003,3.0,27.0,Other,Doctor,2024-08-18
U0121,M0039,The Twisted Moon,Documentary,Denis Villeneuve,Portuguese,R,1997,2.5,60.0,F,Artist,2024-12-15
U0223,M0127,The Last Journey,Horror,Martin Scorsese,Portuguese,PG,2000,2.0,25.0,F,Teacher,2024-08-15
U0139,M0016,The Midnight Forest,Thriller,Sofia Coppola,Unknown,G,1991,2.0,45.0,M,Manager,2024-12-16
U0023,M0125,The Silent Shadow,Romance,Quentin Tarantino,Japanese,NC-17,1999,1.0,21.0,M,Doctor,2024-05-07
U0054,M0090,The Silver Horizon,Fantasy,Jordan Peele,Spanish,NC-17,2013,2.0,41.0,F,Unknown,2024-07-28
U0200,M0036,The Midnight Forest,Unknown,Sofia Coppola,Unknown,G,2006,3.5,31.0,Other,Other,2024-07-15
U0277,M0040,The Bright Sun,Fantasy,Jordan Peele,Italian,NC-17,2014,4.0,27.0,Other,Artist,2024-04-04
U0164,M0137,The Sacred Sky,Horror,Martin Scorsese,English,PG,1993,2.5,40.0,M,Doctor,2024-12-02
U0059,M0128,The Hidden Kingdom,Animation,Ava DuVernay,Italian,PG-13,2023,1.0,50.0,F,Retired,2024-05-06
U0211,M0131,The Burning Echo,Action,Christopher Nolan,French,G,2021,4.0,64.0,M,Other,2024-10-23
U0163,M0012,The Frozen Flame,Comedy,Greta Gerwig,Korean,PG,1995,1.0,19.0,Other,Engineer,2024-03-10
U0122,M0099,The Twisted Moon,Documentary,Unknown,French,R,2000,5.0,31.0,M,Manager,2024-04-18
U0108,M0080,The Bright Sun,Fantasy,Jordan Peele,Italian,NC-17,2021,4.0,60.0,Other,Engineer,2024-08-19
U0190,M0057,The Sacred Sky,Horror,Martin Scorsese,Unknown,PG,2013,3.0,53.0,Unknown,Doctor,2024-04-27
U0167,M0134,The Fallen Mountain,Unknown,Bong Joon-ho,Hindi,R,2013,3.0,48.0,M,Manager,2024-07-13
U0052,M0132,The Frozen Flame,Comedy,Greta Gerwig,Unknown,PG,1991,3.0,36.0,F,Artist,2024-10-28
U0264,M0080,The Bright Sun,Fantasy,Jordan Peele,Italian,NC-17,2021,3.0,31.0,F,Engineer,2024-11-05
U0258,M0036,The Midnight Forest,Thriller,Sofia Coppola,Korean,G,2006,4.0,46.0,F,Engineer,2024-09-24
U0238,M0089,The Neon Legacy,Documentary,Denis Villeneuve,English,R,2015,3.0,50.0,F,Other,2024-01-16
U0293,M0066,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2014,5.0,30.0,F,Student,2024-07-21
U0035,M0123,The Eternal Dream,Drama,Steven Spielberg,French,PG-13,2022,2.5,53.0,F,Other,2024-09-13
U0092,M0083,The Eternal Dream,Drama,Unknown,French,PG-13,1999,3.0,62.0,M,Manager,2024-02-27
U0223,M0013,The Rising Ocean,Drama,Steven Spielberg,Japanese,PG-13,2003,3.0,24.0,M,Teacher,2024-03-04
U0236,M0011,The Burning Echo,Action,Christopher Nolan,French,G,1991,4.5,42.0,Other,Artist,2024-05-20
U0122,M0048,The Hidden Kingdom,Animation,Ava DuVernay,Italian,PG-13,2008,3.0,57.0,Other,Unknown,2024-11-03
U0264,M0088,The Hidden Kingdom,Animation,Ava DuVernay,Italian,PG-13,2017,4.0,18.0,F,Retired,2024-05-01
U0121,M0110,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,2011,4.0,18.0,F,Student,2024-01-16
U0243,M0131,The Burning Echo,Unknown,Christopher Nolan,French,G,2021,2.5,44.0,Other,Unknown,2024-07-03
U0219,M0083,The Eternal Dream,Drama,Steven Spielberg,French,PG-13,1999,1.0,58.0,Unknown,Doctor,2024-07-02
U0275,M0021,The Dark Storm,Action,Christopher Nolan,Unknown,G,2007,2.5,34.0,M,Doctor,2024-12-04
U0018,M0059,The Twisted Moon,Documentary,Denis Villeneuve,French,R,2003,4.0,23.0,F,Manager,2024-12-14
U0138,M0044,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2002,4.5,57.0,F,Doctor,2024-06-19
U0280,M0071,The Burning Echo,Action,Christopher Nolan,Portuguese,G,2004,2.5,38.0,Other,Student,2024-11-10
U0082,M0097,The Sacred Sky,Horror,Martin Scorsese,English,PG,1997,3.5,39.0,Other,Engineer,2024-08-22
U0197,M0005,The Silent Shadow,Unknown,Quentin Tarantino,Unknown,NC-17,2004,3.5,34.0,F,Retired,2024-11-08
U0246,M0146,The Broken Path,Thriller,Sofia Coppola,Unknown,G,2000,2.5,65.0,M,Doctor,2024-04-23
U0238,M0104,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,2019,2.5,21.0,F,Retired,2024-05-24
U0129,M0037,The Sacred Sky,Horror,Martin Scorsese,Japanese,PG,1992,1.0,18.0,M,Engineer,2024-10-07
U0227,M0106,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2006,4.5,55.0,F,Doctor,2024-10-28
U0023,M0114,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Unknown,R,2000,2.5,25.0,F,Other,2024-09-22
U0037,M0107,The Last Journey,Horror,Martin Scorsese,French,PG,1990,5.0,24.0,F,Teacher,2024-08-21
U0177,M0140,The Bright Sun,Fantasy,Jordan Peele,Korean,NC-17,1995,3.0,22.0,Other,Teacher,2024-11-23
U0085,M0121,The Dark Storm,Action,Christopher Nolan,English,G,1996,1.0,43.0,F,Unknown,2024-07-19
U0231,M0038,The Shattered Star,Animation,Ava DuVernay,Hindi,PG-13,2019,2.0,31.0,Other,Doctor,2024-07-12
U0165,M0012,The Frozen Flame,Unknown,Greta Gerwig,Korean,PG,1995,3.5,32.0,M,Engineer,2024-06-11
U0136,M0126,The Broken Path,Unknown,Sofia Coppola,Hindi,G,2013,4.0,52.0,M,Other,2024-07-01
U0035,M0044,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2002,3.5,38.0,M,Other,2024-09-11
U0102,M0147,The Last Journey,Unknown,Martin Scorsese,French,PG,2006,3.0,55.0,Other,Doctor,2024-08-03
U0118,M0095,The Golden River,Romance,Quentin Tarantino,Portuguese,NC-17,1995,2.0,48.0,Other,Artist,2024-04-05
U0272,M0026,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2007,2.0,62.0,M,Engineer,2024-11-05
U0253,M0098,The Shattered Star,Animation,Ava DuVernay,Unknown,PG-13,1999,5.0,25.0,F,Student,2024-01-13
U0274,M0109,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2007,4.0,19.0,M,Engineer,2024-04-03
U0012,M0004,The Wild City,Sci-Fi,Bong Joon-ho,Unknown,R,2005,4.5,46.0,F,Teacher,2024-10-14
U0050,M0148,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,2023,1.0,46.0,Other,Student,2024-06-01
U0169,M0066,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2014,4.0,60.0,F,Teacher,2024-12-14
U0022,M0014,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Hindi,R,2004,1.5,53.0,Other,Student,2024-10-22
U0231,M0024,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,2017,1.5,41.0,F,Manager,2024-12-14
U0242,M0072,The Frozen Flame,Comedy,Greta Gerwig,Italian,PG,1992,2.5,30.0,Other,Student,2024-10-08
U0023,M0089,The Neon Legacy,Documentary,Denis Villeneuve,English,R,2015,5.0,22.0,Unknown,Retired,2024-10-13
U0036,M0102,The Lost Heart,Comedy,Greta Gerwig,Hindi,PG,2014,2.5,21.0,M,Doctor,2024-09-24
U0219,M0119,The Twisted Moon,Documentary,Denis Villeneuve,Portuguese,R,2001,3.0,58.0,M,Artist,2024-10-21
U0028,M0132,The Frozen Flame,Comedy,Greta Gerwig,Korean,PG,1991,5.0,48.0,M,Unknown,2024-06-09
U0202,M0082,The Lost Heart,Comedy,Greta Gerwig,Spanish,PG,2019,1.0,59.0,Other,Student,2024-08-10
U0082,M0133,The Rising Ocean,Drama,Steven Spielberg,Japanese,PG-13,1997,2.5,29.0,M,Manager,2024-10-23
U0143,M0067,The Last Journey,Unknown,Martin Scorsese,French,PG,2007,1.0,19.0,Other,Unknown,2024-01-07
U0041,M0037,The Sacred Sky,Horror,Martin Scorsese,Japanese,PG,1992,2.0,59.0,Other,Retired,2024-09-11
U0200,M0057,The Sacred Sky,Horror,Martin Scorsese,Unknown,PG,2013,4.5,45.0,Other,Teacher,2024-06-20
U0102,M0098,The Shattered Star,Animation,Ava DuVernay,Spanish,PG-13,1999,5.0,59.0,F,Engineer,2024-12-17
U0237,M0084,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2006,2.0,48.0,M,Teacher,2024-07-06
U0129,M0079,The Twisted Moon,Documentary,Denis Villeneuve,Portuguese,R,2003,3.5,19.0,M,Artist,2024-12-09
U0258,M0058,The Shattered Star,Animation,Ava DuVernay,Spanish,PG-13,2012,2.0,58.0,M,Teacher,2024-09-04
U0245,M0146,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2000,2.5,31.0,Other,Teacher,2024-03-19
U0100,M0086,The Broken Path,Thriller,Sofia Coppola,Hindi,G,2005,3.0,39.0,F,Artist,2024-04-21
U0001,M0031,The Burning Echo,Action,Christopher Nolan,Portuguese,G,1995,2.5,47.0,Other,Student,2024-11-21
U0294,M0006,The Broken Path,Thriller,Unknown,Hindi,G,1998,2.0,32.0,M,Unknown,2024-07-23
U0287,M0104,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,2019,4.0,20.0,F,Engineer,2024-08-09
U0238,M0033,The Rising Ocean,Drama,Steven Spielberg,English,PG-13,1996,4.0,42.0,Other,Engineer,2024-03-01
U0042,M0011,The Burning Echo,Action,Unknown,Unknown,G,1991,3.0,30.0,Other,Engineer,2024-12-25
U0111,M0104,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,2019,2.5,42.0,F,Artist,2024-05-28
U0076,M0007,The Last Journey,Horror,Martin Scorsese,Portuguese,PG,1996,3.5,62.0,F,Student,2024-07-13
U0288,M0009,The Neon Legacy,Documentary,Denis Villeneuve,English,R,2017,3.5,64.0,M,Teacher,2024-10-04
U0080,M0141,The Dark Storm,Action,Christopher Nolan,Japanese,G,2021,2.0,32.0,Other,Retired,2024-05-27
U0021,M0016,The Midnight Forest,Thriller,Sofia Coppola,Italian,G,1991,3.0,45.0,M,Engineer,2024-11-21
U0028,M0091,The Burning Echo,Unknown,Christopher Nolan,French,G,2004,4.0,20.0,M,Student,2024-06-10
U0024,M0044,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2002,3.5,58.0,M,Doctor,2024-06-12
U0189,M0068,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,2004,1.0,49.0,Other,Other,2024-09-18
U0101,M0114,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Spanish,R,2000,4.0,56.0,F,Manager,2024-03-28
U0011,M0067,The Last Journey,Horror,Martin Scorsese,French,PG,2007,3.0,64.0,F,Other,2024-09-25
U0141,M0008,The Hidden Kingdom,Animation,Ava DuVernay,Italian,PG-13,1995,3.0,21.0,Other,Engineer,2024-09-20
U0262,M0107,The Last Journey,Horror,Martin Scorsese,Unknown,PG,1990,2.5,41.0,F,Retired,2024-06-12
U0144,M0003,The Eternal Dream,Drama,Steven Spielberg,Unknown,PG-13,2007,3.0,38.0,Other,Engineer,2024-05-21
U0157,M0088,The Hidden Kingdom,Animation,Ava DuVernay,Italian,PG-13,2017,3.5,34.0,Other,Artist,2024-06-28
U0112,M0063,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,2005,3.0,23.0,M,Engineer,2024-05-09
U0292,M0069,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2010,4.0,45.0,Other,Doctor,2024-10-26
U0264,M0147,The Last Journey,Horror,Martin Scorsese,French,PG,2006,5.0,29.0,Other,Retired,2024-05-16
U0300,M0108,The Hidden Kingdom,Animation,Ava DuVernay,Unknown,PG-13,1997,1.5,64.0,F,Engineer,2024-04-15
U0143,M0055,The Golden River,Romance,Unknown,Portuguese,NC-17,2013,5.0,57.0,F,Unknown,2024-05-03
U0011,M0022,The Lost Heart,Comedy,Greta Gerwig,Hindi,PG,1990,4.0,65.0,Unknown,Artist,2024-04-07
U0227,M0075,The Golden River,Romance,Quentin Tarantino,French,NC-17,2007,1.0,65.0,M,Retired,2024-11-13
U0292,M0062,The Lost Heart,Comedy,Greta Gerwig,Hindi,PG,2000,2.5,63.0,F,Other,2024-09-11
U0227,M0102,The Lost Heart,Comedy,Greta Gerwig,Hindi,PG,2014,2.5,49.0,M,Artist,2024-05-10
U0105,M0148,The Hidden Kingdom,Animation,Unknown,Korean,PG-13,2023,2.0,62.0,F,Teacher,2024-02-10
U0107,M0030,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,1996,3.0,30.0,F,Teacher,2024-09-11
U0073,M0064,The Wild City,Sci-Fi,Unknown,Italian,R,2000,3.5,19.0,M,Retired,2024-07-02
U0269,M0007,The Last Journey,Horror,Martin Scorsese,Portuguese,PG,1996,1.5,58.0,M,Engineer,2024-01-21
U0023,M0030,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,1996,4.5,65.0,M,Retired,2024-01-15
U0245,M0075,The Golden River,Romance,Quentin Tarantino,French,NC-17,2007,3.5,32.0,M,Teacher,2024-10-25
U0234,M0023,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,2000,3.0,65.0,M,Teacher,2024-01-13
U0158,M0063,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,2005,4.0,47.0,M,Manager,2024-06-22
U0163,M0116,The Midnight Forest,Thriller,Sofia Coppola,Korean,G,1990,5.0,18.0,Unknown,Engineer,2024-12-05
U0133,M0064,The Wild City,Unknown,Bong Joon-ho,Italian,R,2000,1.5,65.0,M,Engineer,2024-10-11
U0134,M0018,The Shattered Star,Animation,Ava DuVernay,Spanish,PG-13,2016,4.5,37.0,F,Manager,2024-04-14
U0265,M0031,The Burning Echo,Action,Christopher Nolan,Portuguese,G,1995,1.0,43.0,M,Manager,2024-01-16
U0113,M0095,The Golden River,Romance,Quentin Tarantino,Portuguese,NC-17,1995,3.0,64.0,Other,Artist,2024-04-19
U0232,M0002,The Lost Heart,Comedy,Greta Gerwig,Spanish,PG,1991,4.0,59.0,Unknown,Engineer,2024-01-12
U0291,M0083,The Eternal Dream,Drama,Steven Spielberg,French,PG-13,1999,2.0,59.0,F,Teacher,2024-09-20
U0047,M0098,The Shattered Star,Animation,Ava DuVernay,Spanish,PG-13,1999,5.0,43.0,F,Teacher,2024-12-23
U0168,M0077,The Sacred Sky,Horror,Martin Scorsese,Japanese,PG,2003,1.0,25.0,F,Artist,2024-04-25
U0216,M0005,The Silent Shadow,Romance,Quentin Tarantino,Japanese,NC-17,2004,1.0,56.0,F,Other,2024-11-04
U0078,M0133,The Rising Ocean,Drama,Steven Spielberg,Japanese,PG-13,1997,2.0,31.0,Other,Doctor,2024-11-14
U0133,M0106,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2006,2.0,50.0,Other,Manager,2024-03-20
U0114,M0066,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2014,1.0,61.0,Other,Artist,2024-06-18
U0093,M0041,The Dark Storm,Action,Christopher Nolan,English,G,1995,3.0,58.0,Unknown,Unknown,2024-01-06
U0170,M0035,The Golden River,Romance,Quentin Tarantino,French,NC-17,2012,2.5,18.0,Other,Student,2024-02-07
U0099,M0006,The Broken Path,Thriller,Sofia Coppola,Hindi,G,1998,2.0,36.0,M,Teacher,2024-01-15
U0022,M0080,The Bright Sun,Fantasy,Jordan Peele,Italian,NC-17,2021,3.5,62.0,F,Manager,2024-06-01
U0002,M0026,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2007,1.0,21.0,M,Unknown,2024-01-13
U0296,M0051,The Burning Echo,Action,Christopher Nolan,French,G,1996,4.5,27.0,F,Teacher,2024-03-08
U0042,M0086,The Broken Path,Thriller,Sofia Coppola,Hindi,G,2005,2.5,32.0,Other,Artist,2024-01-09
U0108,M0139,The Twisted Moon,Documentary,Denis Villeneuve,French,R,1995,4.0,37.0,Other,Unknown,2024-08-08
U0097,M0024,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,2017,3.0,58.0,Unknown,Unknown,2024-05-17
U0098,M0013,The Rising Ocean,Drama,Steven Spielberg,Japanese,PG-13,2003,3.5,59.0,Unknown,Teacher,2024-03-12
U0082,M0124,The Wild City,Sci-Fi,Unknown,Korean,R,2002,5.0,58.0,M,Teacher,2024-02-07
U0269,M0058,The Shattered Star,Animation,Ava DuVernay,Spanish,PG-13,2012,2.5,61.0,M,Retired,2024-09-18
U0106,M0148,The Hidden Kingdom,Animation,Unknown,Korean,PG-13,2023,3.0,48.0,Other,Teacher,2024-06-05
U0073,M0145,The Silent Shadow,Romance,Quentin Tarantino,English,NC-17,2020,3.0,28.0,Other,Other,2024-08-28
U0134,M0122,The Lost Heart,Unknown,Greta Gerwig,Spanish,PG,2009,2.5,51.0,M,Other,2024-04-22
U0211,M0144,The Wild City,Sci-Fi,Unknown,Italian,R,1998,4.0,48.0,M,Doctor,2024-09-09
U0051,M0009,The Neon Legacy,Documentary,Denis Villeneuve,English,R,2017,4.5,58.0,F,Artist,2024-10-05
U0064,M0022,The Lost Heart,Comedy,Greta Gerwig,Hindi,PG,1990,3.5,46.0,M,Artist,2024-04-26
U0059,M0111,The Burning Echo,Action,Christopher Nolan,Unknown,G,1997,1.0,52.0,M,Retired,2024-12-12
U0130,M0002,The Lost Heart,Comedy,Unknown,Spanish,PG,1991,2.5,38.0,M,Other,2024-02-17
U0180,M0062,The Lost Heart,Comedy,Greta Gerwig,Hindi,PG,2000,3.5,50.0,Other,Engineer,2024-07-01
U0184,M0029,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2011,5.0,48.0,F,Student,2024-03-20
U0269,M0113,The Rising Ocean,Drama,Steven Spielberg,English,PG-13,2017,2.0,21.0,F,Engineer,2024-04-25
U0052,M0020,The Bright Sun,Fantasy,Jordan Peele,Korean,NC-17,2018,2.5,58.0,Other,Manager,2024-02-26
U0078,M0083,The Eternal Dream,Drama,Steven Spielberg,French,PG-13,1999,2.0,20.0,Other,Engineer,2024-06-17
U0057,M0051,The Burning Echo,Unknown,Christopher Nolan,French,G,1996,3.5,47.0,Other,Engineer,2024-10-04
U0298,M0007,The Last Journey,Horror,Martin Scorsese,Portuguese,PG,1996,3.5,27.0,Other,Engineer,2024-05-12
U0278,M0032,The Frozen Flame,Comedy,Greta Gerwig,Italian,PG,2014,2.0,19.0,F,Manager,2024-07-08
U0220,M0147,The Last Journey,Horror,Martin Scorsese,French,PG,2006,4.0,39.0,F,Manager,2024-08-10
U0203,M0117,The Sacred Sky,Horror,Martin Scorsese,Japanese,PG,2006,3.5,21.0,F,Engineer,2024-05-11
U0076,M0109,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2007,4.0,21.0,Other,Teacher,2024-04-25
U0119,M0050,The Silver Horizon,Fantasy,Jordan Peele,Spanish,NC-17,2004,4.5,45.0,F,Manager,2024-10-26
U0171,M0103,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,2014,2.5,65.0,F,Other,2024-04-20
U0013,M0075,The Golden River,Romance,Unknown,Unknown,NC-17,2007,1.0,37.0,Other,Unknown,2024-08-04
U0122,M0136,The Midnight Forest,Thriller,Sofia Coppola,Italian,G,2005,3.0,55.0,Other,Doctor,2024-12-25
U0023,M0109,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2007,4.0,37.0,M,Doctor,2024-07-20
U0296,M0013,The Rising Ocean,Drama,Steven Spielberg,Japanese,PG-13,2003,4.0,45.0,M,Doctor,2024-01-26
U0036,M0144,The Wild City,Sci-Fi,Unknown,Italian,R,1998,1.5,52.0,F,Teacher,2024-03-04
U0199,M0029,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2011,3.0,22.0,M,Retired,2024-07-11
U0185,M0144,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,1998,3.5,36.0,Unknown,Student,2024-11-27
U0167,M0064,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,2000,4.0,64.0,M,Doctor,2024-07-06
U0026,M0024,The Wild City,Sci-Fi,Bong Joon-ho,Unknown,R,2017,3.5,46.0,M,Doctor,2024-05-26
U0283,M0078,The Shattered Star,Unknown,Ava DuVernay,Hindi,PG-13,2010,1.0,19.0,Unknown,Student,2024-04-27
U0128,M0038,The Shattered Star,Animation,Ava DuVernay,Hindi,PG-13,2019,3.5,58.0,M,Engineer,2024-10-25
U0243,M0142,The Lost Heart,Unknown,Greta Gerwig,Hindi,PG,1994,1.0,22.0,M,Student,2024-11-22
U0096,M0148,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,2023,2.5,46.0,F,Student,2024-12-02
U0207,M0126,The Broken Path,Thriller,Sofia Coppola,Hindi,G,2013,3.5,32.0,Other,Artist,2024-03-25
U0245,M0079,The Twisted Moon,Documentary,Denis Villeneuve,Portuguese,R,2003,1.5,18.0,F,Manager,2024-12-17
U0167,M0053,The Rising Ocean,Unknown,Steven Spielberg,Unknown,PG-13,2007,4.5,27.0,M,Artist,2024-02-06
U0154,M0129,The Neon Legacy,Documentary,Denis Villeneuve,English,R,1990,2.0,47.0,M,Retired,2024-11-22
U0222,M0111,The Burning Echo,Action,Christopher Nolan,Portuguese,G,1997,3.5,53.0,Unknown,Teacher,2024-02-11
U0277,M0037,The Sacred Sky,Horror,Martin Scorsese,Japanese,PG,1992,2.5,19.0,F,Other,2024-03-09
U0259,M0004,The Wild City,Unknown,Bong Joon-ho,Korean,R,2005,2.0,31.0,Other,Artist,2024-01-21
U0046,M0034,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Spanish,R,2012,4.0,36.0,F,Retired,2024-02-24
U0046,M0132,The Frozen Flame,Comedy,Greta Gerwig,Korean,PG,1991,4.5,58.0,F,Doctor,2024-08-04
U0226,M0008,The Hidden Kingdom,Animation,Ava DuVernay,Italian,PG-13,1995,3.5,63.0,F,Manager,2024-09-03
U0183,M0072,The Frozen Flame,Comedy,Greta Gerwig,Italian,PG,1992,1.5,23.0,Unknown,Retired,2024-07-17
U0155,M0085,The Silent Shadow,Romance,Quentin Tarantino,Japanese,NC-17,1998,5.0,39.0,Other,Doctor,2024-02-25
U0038,M0002,The Lost Heart,Comedy,Greta Gerwig,Spanish,PG,1991,3.0,32.0,M,Other,2024-03-15
U0107,M0134,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Hindi,R,2013,4.0,37.0,Other,Unknown,2024-06-07
U0111,M0036,The Midnight Forest,Thriller,Sofia Coppola,Korean,G,2006,1.0,32.0,M,Retired,2024-10-01
U0198,M0130,The Silver Horizon,Fantasy,Jordan Peele,Spanish,NC-17,2010,5.0,42.0,F,Student,2024-05-03
U0139,M0099,The Twisted Moon,Documentary,Denis Villeneuve,Unknown,R,2000,5.0,55.0,M,Teacher,2024-03-17
U0281,M0041,The Dark Storm,Action,Christopher Nolan,English,G,1995,4.0,32.0,M,Artist,2024-03-17
U0144,M0075,The Golden River,Romance,Quentin Tarantino,French,NC-17,2007,1.5,64.0,Other,Retired,2024-07-27
U0068,M0007,The Last Journey,Horror,Martin Scorsese,Portuguese,PG,1996,1.5,34.0,Other,Teacher,2024-08-28
U0291,M0111,The Burning Echo,Action,Christopher Nolan,Portuguese,G,1997,2.0,23.0,Other,Artist,2024-11-02
U0080,M0075,The Golden River,Romance,Quentin Tarantino,French,NC-17,2007,1.0,24.0,M,Engineer,2024-05-28
U0187,M0063,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,2005,2.0,30.0,M,Other,2024-10-15
U0246,M0128,The Hidden Kingdom,Animation,Ava DuVernay,Italian,PG-13,2023,2.5,22.0,Unknown,Engineer,2024-01-15
U0147,M0078,The Shattered Star,Animation,Ava DuVernay,Hindi,PG-13,2010,2.5,62.0,F,Retired,2024-04-10
U0240,M0066,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2014,2.5,36.0,F,Student,2024-07-07
U0233,M0016,The Midnight Forest,Unknown,Sofia Coppola,Italian,G,1991,3.5,41.0,Other,Student,2024-11-13
U0280,M0114,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Spanish,R,2000,2.0,21.0,F,Unknown,2024-06-05
U0152,M0044,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2002,3.0,40.0,Unknown,Doctor,2024-10-27
U0054,M0099,The Twisted Moon,Documentary,Denis Villeneuve,French,R,2000,3.5,33.0,F,Engineer,2024-09-01
U0080,M0030,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,1996,3.0,57.0,M,Doctor,2024-06-16
U0132,M0040,The Bright Sun,Fantasy,Jordan Peele,Italian,NC-17,2014,2.0,19.0,Unknown,Retired,2024-02-13
U0144,M0014,The Fallen Mountain,Unknown,Bong Joon-ho,Hindi,R,2004,2.0,64.0,Other,Other,2024-04-23
U0184,M0111,The Burning Echo,Action,Christopher Nolan,Portuguese,G,1997,3.0,35.0,M,Retired,2024-02-04
U0267,M0012,The Frozen Flame,Comedy,Greta Gerwig,Korean,PG,1995,4.5,56.0,M,Teacher,2024-07-22
U0274,M0132,The Frozen Flame,Comedy,Greta Gerwig,Korean,PG,1991,3.0,60.0,M,Manager,2024-09-04
U0095,M0083,The Eternal Dream,Drama,Steven Spielberg,French,PG-13,1999,3.0,20.0,Other,Retired,2024-11-16
