user_id,movie_id,title,genre,director,language,age_rating,year,rating,age,gender,occupation,timestamp,age_group,movie_age,rating_month,user_avg_rating,movie_avg_rating,user_rating_count,genre_encoded,language_encoded,age_rating_encoded,director_encoded,gender_encoded,age_group_encoded,occupation_encoded
U0068,M0049,The Neon Legacy,Documentary,Denis Villeneuve,English,R,1995,4.0,36.0,F,Unknown,2024-07-13,Adult,29,7,3.2,3.1842105263157894,10,3,0,4,3,0,0,8
U0222,M0100,The Bright Sun,Fantasy,Jordan Peele,Korean,NC-17,2017,2.0,47.0,F,Manager,2024-08-06,Adult,7,8,3.1666666666666665,3.2058823529411766,9,5,5,1,5,0,0,3
U0041,M0143,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,1998,3.0,41.0,M,Doctor,2024-01-09,Adult,26,1,2.65,3.175,10,4,6,3,9,1,0,1
U0137,M0121,The Dark Storm,Action,Christopher Nolan,English,G,1996,4.5,25.0,M,Doctor,2024-09-23,Young Adult,28,9,2.45,2.6666666666666665,10,0,0,0,2,1,2,1
U0196,M0108,The Hidden Kingdom,Animation,Unknown,Korean,PG-13,1997,3.0,41.0,M,Artist,2024-09-14,Adult,27,9,3.75,2.8,8,1,5,3,10,1,0,0
U0125,M0096,The Midnight Forest,Thriller,Sofia Coppola,Italian,G,1993,4.0,43.0,Other,Doctor,2024-08-12,Adult,31,8,3.55,2.9318181818181817,10,9,3,0,8,2,0,1
U0252,M0002,The Lost Heart,Comedy,Greta Gerwig,Spanish,PG,1991,4.5,37.0,M,Engineer,2024-01-18,Adult,33,1,3.272727272727273,3.357142857142857,11,2,7,2,4,1,0,2
U0012,M0050,The Silver Horizon,Fantasy,Jordan Peele,Spanish,NC-17,2004,3.5,36.0,F,Other,2024-08-11,Adult,20,8,3.8333333333333335,2.9,12,5,7,1,5,0,0,4
U0100,M0005,The Silent Shadow,Unknown,Quentin Tarantino,Japanese,NC-17,2004,2.0,53.0,Unknown,Engineer,2024-03-11,Senior,20,3,2.7083333333333335,2.9411764705882355,12,10,4,1,7,3,1,2
U0083,M0044,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2002,2.5,26.0,M,Student,2024-04-17,Young Adult,22,4,2.8181818181818183,3.1458333333333335,11,8,5,4,1,1,2,6
U0093,M0083,The Eternal Dream,Drama,Steven Spielberg,French,PG-13,1999,3.0,41.0,M,Doctor,2024-02-08,Adult,25,2,3.35,2.896551724137931,10,4,1,3,9,1,0,1
U0300,M0107,The Last Journey,Horror,Martin Scorsese,French,PG,1990,1.0,60.0,Unknown,Manager,2024-10-24,Senior,34,10,2.888888888888889,3.022727272727273,9,6,1,2,6,3,1,3
U0032,M0071,The Burning Echo,Action,Christopher Nolan,Portuguese,G,2004,3.5,57.0,Unknown,Student,2024-08-21,Senior,20,8,2.65,3.06,10,0,6,0,2,3,1,6
U0189,M0027,The Last Journey,Horror,Unknown,French,PG,1999,1.0,38.0,M,Unknown,2024-07-12,Adult,25,7,2.611111111111111,2.638888888888889,9,6,1,2,10,1,0,8
U0267,M0046,The Broken Path,Thriller,Sofia Coppola,Hindi,G,1992,2.5,29.0,Other,Manager,2024-03-24,Young Adult,32,3,3.4545454545454546,2.9705882352941178,11,9,2,0,8,2,2,3
U0078,M0125,The Silent Shadow,Romance,Quentin Tarantino,Japanese,NC-17,1999,4.5,54.0,M,Teacher,2024-07-13,Senior,25,7,2.6666666666666665,2.6136363636363638,12,7,4,1,7,1,1,7
U0291,M0105,The Silent Shadow,Romance,Quentin Tarantino,English,NC-17,2023,2.0,51.0,F,Other,2024-02-14,Senior,1,2,2.1818181818181817,2.6956521739130435,11,7,0,1,7,0,1,4
U0040,M0031,The Burning Echo,Action,Unknown,Portuguese,G,1995,4.0,20.0,F,Other,2024-04-18,Youth,29,4,3.5,3.6666666666666665,11,0,6,0,10,0,3,4
U0146,M0075,The Golden River,Romance,Quentin Tarantino,French,NC-17,2007,3.0,38.0,F,Unknown,2024-07-02,Adult,17,7,3.5,2.5217391304347827,12,7,1,1,7,0,0,8
U0147,M0038,The Shattered Star,Animation,Ava DuVernay,Hindi,PG-13,2019,2.0,37.0,Other,Retired,2024-09-04,Adult,5,9,2.8333333333333335,2.6842105263157894,12,1,2,3,0,2,0,5
U0216,M0137,The Sacred Sky,Horror,Martin Scorsese,English,PG,1993,2.5,26.0,F,Artist,2024-05-02,Young Adult,31,5,2.3,2.5,10,6,0,2,6,0,2,0
U0049,M0002,The Lost Heart,Comedy,Greta Gerwig,Spanish,PG,1991,2.5,38.0,M,Doctor,2024-05-04,Adult,33,5,3.25,3.357142857142857,8,2,7,2,4,1,0,1
U0077,M0072,The Frozen Flame,Comedy,Greta Gerwig,Italian,PG,1992,3.0,20.0,Unknown,Manager,2024-10-02,Youth,32,10,3.0,3.05,11,2,3,2,4,3,3,3
U0174,M0046,The Broken Path,Thriller,Sofia Coppola,Hindi,G,1992,3.5,38.0,Other,Student,2024-12-10,Adult,32,12,2.9375,2.9705882352941178,8,9,2,0,8,2,0,6
U0039,M0056,The Midnight Forest,Thriller,Sofia Coppola,Italian,G,2000,4.0,26.0,Other,Retired,2024-08-19,Young Adult,24,8,3.375,3.34375,12,9,3,0,8,2,2,5
U0088,M0061,The Dark Storm,Action,Christopher Nolan,Japanese,G,1994,2.0,65.0,M,Other,2024-01-06,Senior,30,1,3.25,2.725,8,0,4,0,2,1,1,4
U0050,M0126,The Broken Path,Thriller,Sofia Coppola,Hindi,G,2013,2.5,52.0,M,Retired,2024-02-24,Senior,11,2,2.5454545454545454,3.0277777777777777,11,9,2,0,8,1,1,5
U0079,M0073,The Rising Ocean,Drama,Steven Spielberg,English,PG-13,2010,2.0,53.0,M,Engineer,2024-01-01,Senior,14,1,2.125,2.975,8,4,0,3,9,1,1,2
U0295,M0139,The Twisted Moon,Unknown,Denis Villeneuve,French,R,1995,2.5,62.0,Other,Retired,2024-03-26,Senior,29,3,2.8181818181818183,2.736842105263158,11,10,1,4,3,2,1,5
U0209,M0076,The Midnight Forest,Thriller,Sofia Coppola,Korean,G,1994,2.0,35.0,M,Doctor,2024-07-19,Adult,30,7,3.0555555555555554,3.3214285714285716,9,9,5,0,8,1,0,1
U0154,M0045,The Silent Shadow,Romance,Unknown,Japanese,NC-17,1994,2.0,43.0,M,Manager,2024-02-19,Adult,30,2,2.5454545454545454,3.1785714285714284,11,7,4,1,10,1,0,3
U0283,M0056,The Midnight Forest,Thriller,Sofia Coppola,Italian,G,2000,3.5,42.0,Other,Artist,2024-02-02,Adult,24,2,2.9444444444444446,3.34375,9,9,3,0,8,2,0,0
U0241,M0004,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2005,2.5,20.0,Other,Engineer,2024-11-16,Youth,19,11,2.55,2.764705882352941,10,8,5,4,1,2,3,2
U0185,M0102,The Lost Heart,Comedy,Greta Gerwig,Hindi,PG,2014,1.5,18.0,Other,Other,2024-09-23,Youth,10,9,2.875,3.1666666666666665,12,2,2,2,4,2,3,4
U0008,M0082,The Lost Heart,Comedy,Greta Gerwig,Spanish,PG,2019,3.0,19.0,Other,Retired,2024-08-01,Youth,5,8,2.9,3.0,10,2,7,2,4,2,3,5
U0074,M0116,The Midnight Forest,Thriller,Sofia Coppola,Korean,G,1990,5.0,39.0,M,Retired,2024-01-21,Adult,34,1,3.5,3.2,7,9,5,0,8,1,0,5
U0253,M0053,The Rising Ocean,Drama,Steven Spielberg,Japanese,PG-13,2007,3.0,50.0,F,Other,2024-05-17,Senior,17,5,2.6818181818181817,2.4761904761904763,11,4,4,3,9,0,1,4
U0105,M0134,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Unknown,R,2013,3.5,20.0,Other,Artist,2024-08-05,Youth,11,8,2.875,2.875,12,8,8,4,1,2,3,0
U0092,M0006,The Broken Path,Thriller,Sofia Coppola,Hindi,G,1998,4.0,65.0,M,Doctor,2024-08-24,Senior,26,8,3.25,2.8333333333333335,10,9,2,0,8,1,1,1
U0006,M0076,The Midnight Forest,Thriller,Sofia Coppola,Korean,G,1994,3.0,60.0,Other,Manager,2024-02-27,Senior,30,2,3.25,3.3214285714285716,8,9,5,0,8,2,1,3
U0243,M0095,The Golden River,Romance,Quentin Tarantino,Portuguese,NC-17,1995,2.0,61.0,Other,Unknown,2024-04-26,Senior,29,4,2.8333333333333335,3.0833333333333335,9,7,6,1,7,2,1,8
U0154,M0029,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2011,2.0,55.0,Unknown,Engineer,2024-03-09,Senior,13,3,2.5454545454545454,3.0,11,3,4,4,3,3,1,2
U0252,M0148,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,2023,2.5,30.0,Other,Unknown,2024-12-28,Young Adult,1,12,3.272727272727273,2.8653846153846154,11,1,5,3,0,2,2,8
U0253,M0133,The Rising Ocean,Drama,Unknown,Japanese,PG-13,1997,3.0,33.0,M,Student,2024-03-17,Young Adult,27,3,2.6818181818181817,2.8157894736842106,11,4,4,3,10,1,2,6
U0100,M0006,The Broken Path,Thriller,Sofia Coppola,Hindi,G,1998,2.0,34.0,F,Student,2024-09-09,Young Adult,26,9,2.7083333333333335,2.8333333333333335,12,9,2,0,8,0,2,6
U0053,M0014,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Hindi,R,2004,4.5,48.0,M,Artist,2024-10-08,Adult,20,10,3.0,3.0217391304347827,9,8,2,4,1,1,0,0
U0074,M0117,The Sacred Sky,Horror,Martin Scorsese,Unknown,PG,2006,3.5,40.0,Other,Teacher,2024-09-17,Adult,18,9,3.5,3.025,7,6,8,2,6,2,0,7
U0150,M0139,The Twisted Moon,Documentary,Denis Villeneuve,French,R,1995,2.5,42.0,F,Engineer,2024-02-04,Adult,29,2,2.5625,2.736842105263158,8,3,1,4,3,0,0,2
U0031,M0032,The Frozen Flame,Comedy,Greta Gerwig,Italian,PG,2014,3.5,59.0,M,Other,2024-08-22,Senior,10,8,2.7777777777777777,3.6136363636363638,9,2,3,2,4,1,1,4
U0192,M0080,The Bright Sun,Fantasy,Jordan Peele,Italian,NC-17,2021,2.0,40.0,M,Engineer,2024-06-14,Adult,3,6,2.8333333333333335,2.857142857142857,12,5,3,1,5,1,0,2
U0168,M0111,The Burning Echo,Action,Christopher Nolan,Portuguese,G,1997,3.0,42.0,F,Teacher,2024-08-10,Adult,27,8,2.9166666666666665,2.78,12,0,6,0,2,0,0,7
U0120,M0026,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2007,5.0,58.0,F,Teacher,2024-04-11,Senior,17,4,3.65,3.25,10,9,7,0,8,0,1,7
U0175,M0110,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,2011,2.0,46.0,F,Student,2024-02-04,Adult,13,2,3.0,3.0,9,5,2,1,5,0,0,6
U0110,M0001,The Dark Storm,Action,Christopher Nolan,English,G,1997,3.5,43.0,M,Teacher,2024-01-12,Adult,27,1,2.75,3.1666666666666665,8,0,0,0,2,1,0,7
U0211,M0014,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Hindi,R,2004,4.0,30.0,M,Engineer,2024-01-05,Young Adult,20,1,3.5,3.0217391304347827,8,8,2,4,1,1,2,2
U0039,M0093,The Rising Ocean,Drama,Steven Spielberg,Japanese,PG-13,2022,4.0,36.0,F,Artist,2024-03-25,Adult,2,3,3.375,3.239130434782609,12,4,4,3,9,0,0,0
U0172,M0044,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2002,2.5,35.0,M,Teacher,2024-11-16,Adult,22,11,2.9444444444444446,3.1458333333333335,9,8,5,4,1,1,0,7
U0198,M0133,The Rising Ocean,Drama,Steven Spielberg,Unknown,PG-13,1997,3.0,23.0,M,Retired,2024-01-21,Youth,27,1,3.5555555555555554,2.8157894736842106,9,4,8,3,9,1,3,5
U0115,M0071,The Burning Echo,Action,Christopher Nolan,Portuguese,G,2004,3.5,45.0,M,Engineer,2024-08-23,Adult,20,8,3.4444444444444446,3.06,9,0,6,0,2,1,0,2
U0294,M0147,The Last Journey,Horror,Martin Scorsese,French,PG,2006,3.0,52.0,Other,Unknown,2024-03-03,Senior,18,3,2.9444444444444446,3.0434782608695654,9,6,1,2,6,2,1,8
U0213,M0149,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2017,4.5,54.0,Other,Doctor,2024-04-09,Senior,7,4,2.85,3.176470588235294,10,3,4,4,3,2,1,1
U0113,M0039,The Twisted Moon,Documentary,Denis Villeneuve,Unknown,R,1997,2.5,27.0,Other,Artist,2024-08-25,Young Adult,27,8,3.0,3.2777777777777777,11,3,8,4,3,2,2,0
U0140,M0049,The Neon Legacy,Documentary,Denis Villeneuve,English,R,1995,2.5,64.0,M,Engineer,2024-06-03,Senior,29,6,2.2222222222222223,3.1842105263157894,9,3,0,4,3,1,1,2
U0135,M0008,The Hidden Kingdom,Animation,Ava DuVernay,Italian,PG-13,1995,1.0,64.0,M,Doctor,2024-02-19,Senior,29,2,3.125,2.6470588235294117,12,1,3,3,0,1,1,1
U0141,M0117,The Sacred Sky,Horror,Martin Scorsese,Japanese,PG,2006,4.5,59.0,Other,Artist,2024-02-10,Senior,18,2,2.9545454545454546,3.025,11,6,4,2,6,2,1,0
U0212,M0044,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2002,4.5,28.0,F,Doctor,2024-06-23,Young Adult,22,6,2.5,3.1458333333333335,11,8,5,4,1,0,2,1
U0105,M0067,The Last Journey,Horror,Martin Scorsese,French,PG,2007,2.0,44.0,M,Manager,2024-06-18,Adult,17,6,2.875,3.0833333333333335,12,6,1,2,6,1,0,3
U0221,M0093,The Rising Ocean,Drama,Unknown,Unknown,PG-13,2022,2.5,40.0,Other,Engineer,2024-06-21,Adult,2,6,3.4444444444444446,3.239130434782609,9,4,8,3,10,2,0,2
U0138,M0068,The Hidden Kingdom,Animation,Unknown,Korean,PG-13,2004,3.0,27.0,M,Teacher,2024-05-08,Young Adult,20,5,3.4444444444444446,2.880952380952381,9,1,5,3,10,1,2,7
U0184,M0126,The Broken Path,Thriller,Sofia Coppola,Hindi,G,2013,3.5,24.0,M,Manager,2024-05-24,Youth,11,5,3.590909090909091,3.0277777777777777,11,9,2,0,8,1,3,3
U0267,M0100,The Bright Sun,Fantasy,Jordan Peele,Korean,NC-17,2017,3.5,34.0,Other,Retired,2024-05-18,Young Adult,7,5,3.4545454545454546,3.2058823529411766,11,5,5,1,5,2,2,5
U0161,M0006,The Broken Path,Thriller,Sofia Coppola,Hindi,G,1998,2.5,30.0,M,Retired,2024-05-07,Young Adult,26,5,2.5,2.8333333333333335,11,9,2,0,8,1,2,5
U0043,M0009,The Neon Legacy,Documentary,Denis Villeneuve,English,R,2017,2.0,54.0,M,Unknown,2024-05-22,Senior,7,5,2.65,2.6842105263157894,10,3,0,4,3,1,1,8
U0204,M0020,The Bright Sun,Fantasy,Jordan Peele,Korean,NC-17,2018,1.0,47.0,M,Unknown,2024-01-16,Adult,6,1,2.272727272727273,2.823529411764706,11,5,5,1,5,1,0,8
U0225,M0128,The Hidden Kingdom,Animation,Ava DuVernay,Italian,PG-13,2023,5.0,22.0,F,Unknown,2024-12-06,Youth,1,12,3.4375,2.789473684210526,8,1,3,3,0,0,3,8
U0220,M0007,The Last Journey,Horror,Martin Scorsese,Portuguese,PG,1996,2.5,25.0,Other,Unknown,2024-10-16,Young Adult,28,10,3.1,2.625,10,6,6,2,6,2,2,8
U0269,M0048,The Hidden Kingdom,Animation,Ava DuVernay,Unknown,PG-13,2008,3.5,19.0,Other,Artist,2024-12-11,Youth,16,12,2.3,3.0238095238095237,10,1,8,3,0,2,3,0
U0031,M0127,The Last Journey,Horror,Martin Scorsese,Portuguese,PG,2000,2.5,28.0,F,Unknown,2024-06-17,Young Adult,24,6,2.7777777777777777,3.0652173913043477,9,6,6,2,6,0,2,8
U0024,M0093,The Rising Ocean,Drama,Steven Spielberg,Japanese,PG-13,2022,4.0,27.0,F,Doctor,2024-03-20,Young Adult,2,3,3.0,3.239130434782609,10,4,4,3,9,0,2,1
U0195,M0006,The Broken Path,Thriller,Sofia Coppola,Hindi,G,1998,3.0,56.0,M,Engineer,2024-12-22,Senior,26,12,3.0416666666666665,2.8333333333333335,12,9,2,0,8,1,1,2
U0250,M0028,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,2003,2.5,21.0,Other,Manager,2024-05-18,Youth,21,5,2.8181818181818183,2.9411764705882355,11,1,5,3,0,2,3,3
U0190,M0023,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,2000,3.0,32.0,M,Artist,2024-02-23,Young Adult,24,2,2.8636363636363638,2.9791666666666665,11,4,6,3,9,1,2,0
U0012,M0093,The Rising Ocean,Drama,Steven Spielberg,Unknown,PG-13,2022,5.0,58.0,Other,Student,2024-03-05,Senior,2,3,3.8333333333333335,3.239130434782609,12,4,8,3,9,2,1,6
U0281,M0054,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Hindi,R,2019,4.5,59.0,Other,Student,2024-01-21,Senior,5,1,3.5,2.6041666666666665,8,8,2,4,1,2,1,6
U0289,M0125,The Silent Shadow,Romance,Quentin Tarantino,Japanese,NC-17,1999,1.0,51.0,Other,Manager,2024-11-18,Senior,25,11,2.7777777777777777,2.6136363636363638,9,7,4,1,7,2,1,3
U0236,M0108,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,1997,1.0,28.0,F,Student,2024-11-05,Young Adult,27,11,2.45,2.8,10,1,5,3,0,0,2,6
U0241,M0137,The Sacred Sky,Horror,Unknown,English,PG,1993,2.5,25.0,Other,Unknown,2024-03-28,Young Adult,31,3,2.55,2.5,10,6,0,2,10,2,2,8
U0047,M0052,The Frozen Flame,Comedy,Greta Gerwig,Korean,PG,2014,3.5,46.0,Other,Other,2024-10-13,Adult,10,10,3.3181818181818183,3.4523809523809526,11,2,5,2,4,2,0,4
U0084,M0066,The Broken Path,Thriller,Sofia Coppola,Spanish,G,2014,2.0,53.0,Other,Other,2024-05-10,Senior,10,5,2.9,3.138888888888889,10,9,7,0,8,2,1,4
U0150,M0144,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,1998,1.0,31.0,M,Other,2024-02-26,Young Adult,26,2,2.5625,2.8541666666666665,8,8,3,4,1,1,2,4
U0223,M0025,The Silent Shadow,Romance,Quentin Tarantino,English,NC-17,2011,2.5,29.0,M,Student,2024-12-24,Young Adult,13,12,2.625,3.3181818181818183,12,7,0,1,7,1,2,6
U0116,M0104,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,2019,3.5,22.0,Other,Teacher,2024-08-18,Youth,5,8,3.8,3.227272727272727,10,8,3,4,1,2,3,7
U0221,M0114,The Fallen Mountain,Sci-Fi,Unknown,Spanish,R,2000,1.5,58.0,M,Artist,2024-08-01,Senior,24,8,3.4444444444444446,3.325,9,8,7,4,10,1,1,0
U0153,M0118,The Shattered Star,Animation,Ava DuVernay,Hindi,PG-13,2022,1.5,62.0,M,Unknown,2024-08-12,Senior,2,8,2.590909090909091,2.6875,11,1,2,3,0,1,1,8
U0157,M0109,The Neon Legacy,Documentary,Denis Villeneuve,Unknown,R,2007,3.5,65.0,Unknown,Retired,2024-04-13,Senior,17,4,2.8181818181818183,3.473684210526316,11,3,8,4,3,3,1,5
U0235,M0040,The Bright Sun,Fantasy,Unknown,Italian,NC-17,2014,2.0,24.0,Other,Manager,2024-01-06,Youth,10,1,2.75,3.0625,12,5,3,1,10,2,3,3
U0122,M0104,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,2019,3.5,20.0,F,Retired,2024-05-23,Youth,5,5,3.25,3.227272727272727,8,8,3,4,1,0,3,5
U0036,M0032,The Frozen Flame,Comedy,Greta Gerwig,Italian,PG,2014,5.0,21.0,M,Retired,2024-06-23,Youth,10,6,3.090909090909091,3.6136363636363638,11,2,3,2,4,1,3,5
U0014,M0069,The Neon Legacy,Documentary,Denis Villeneuve,Japanese,R,2010,3.5,21.0,M,Teacher,2024-09-05,Youth,14,9,3.15,3.107142857142857,10,3,4,4,3,1,3,7
U0128,M0013,The Rising Ocean,Drama,Steven Spielberg,Japanese,PG-13,2003,4.0,46.0,Other,Manager,2024-03-23,Adult,21,3,3.5,3.4545454545454546,10,4,4,3,9,2,0,3
U0220,M0084,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2006,2.0,60.0,Other,Unknown,2024-06-09,Senior,18,6,3.1,3.238095238095238,10,8,5,4,1,2,1,8
U0085,M0023,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,2000,2.5,22.0,M,Teacher,2024-12-27,Youth,24,12,3.35,2.9791666666666665,10,4,6,3,9,1,3,7
U0230,M0053,The Rising Ocean,Drama,Steven Spielberg,Japanese,PG-13,2007,2.0,24.0,Other,Other,2024-06-04,Youth,17,6,2.1666666666666665,2.4761904761904763,12,4,4,3,9,2,3,4
U0037,M0045,The Silent Shadow,Romance,Quentin Tarantino,Japanese,NC-17,1994,5.0,20.0,M,Teacher,2024-10-20,Youth,30,10,3.9375,3.1785714285714284,8,7,4,1,7,1,3,7
U0098,M0129,The Neon Legacy,Documentary,Denis Villeneuve,English,R,1990,3.0,33.0,Other,Artist,2024-05-01,Young Adult,34,5,3.6,2.6818181818181817,10,3,0,4,3,2,2,0
U0003,M0138,The Shattered Star,Animation,Ava DuVernay,Spanish,PG-13,2005,3.5,25.0,Unknown,Artist,2024-05-10,Young Adult,19,5,2.8125,2.7291666666666665,8,1,7,3,0,3,2,0
U0296,M0136,The Midnight Forest,Thriller,Unknown,Italian,G,2005,4.0,51.0,F,Other,2024-03-10,Senior,19,3,3.375,3.40625,12,9,3,0,10,0,1,4
U0002,M0055,The Golden River,Romance,Quentin Tarantino,Portuguese,NC-17,2013,2.0,60.0,Other,Manager,2024-04-09,Senior,11,4,2.6363636363636362,2.85,11,7,6,1,7,2,1,3
U0109,M0131,The Burning Echo,Action,Christopher Nolan,French,G,2021,3.5,56.0,F,Unknown,2024-09-04,Senior,3,9,3.25,2.875,10,0,1,0,2,0,1,8
U0235,M0054,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Hindi,R,2019,2.5,47.0,Other,Artist,2024-01-15,Adult,5,1,2.75,2.6041666666666665,12,8,2,4,1,2,0,0
U0093,M0032,The Frozen Flame,Comedy,Greta Gerwig,Unknown,PG,2014,4.0,23.0,M,Artist,2024-08-03,Youth,10,8,3.35,3.6136363636363638,10,2,8,2,4,1,3,0
U0042,M0123,The Eternal Dream,Drama,Steven Spielberg,French,PG-13,2022,4.0,64.0,F,Manager,2024-04-12,Senior,2,4,2.9,2.466666666666667,10,4,1,3,9,0,1,3
U0143,M0002,The Lost Heart,Comedy,Greta Gerwig,Spanish,PG,1991,2.5,46.0,F,Other,2024-01-28,Adult,33,1,3.3333333333333335,3.357142857142857,12,2,7,2,4,0,0,4
U0046,M0115,The Golden River,Romance,Quentin Tarantino,French,NC-17,2019,1.5,35.0,F,Teacher,2024-08-26,Adult,5,8,2.5,3.03125,9,7,1,1,7,0,0,7
U0005,M0041,The Dark Storm,Action,Christopher Nolan,English,G,1995,1.5,50.0,F,Manager,2024-01-04,Senior,29,1,2.2,2.9047619047619047,10,0,0,0,2,0,1,3
U0009,M0072,The Frozen Flame,Comedy,Greta Gerwig,Italian,PG,1992,4.0,37.0,Other,Engineer,2024-10-26,Adult,32,10,3.227272727272727,3.05,11,2,3,2,4,2,0,2
U0083,M0068,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,2004,1.0,48.0,F,Manager,2024-10-26,Adult,20,10,2.8181818181818183,2.880952380952381,11,1,5,3,0,0,0,3
U0056,M0001,The Dark Storm,Action,Christopher Nolan,English,G,1997,3.5,61.0,M,Artist,2024-04-26,Senior,27,4,3.3125,3.1666666666666665,8,0,0,0,2,1,1,0
U0091,M0074,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Spanish,R,2015,1.5,22.0,Unknown,Artist,2024-05-04,Youth,9,5,2.85,2.3823529411764706,10,8,7,4,1,3,3,0
U0028,M0001,The Dark Storm,Action,Christopher Nolan,English,G,1997,4.0,63.0,F,Student,2024-05-07,Senior,27,5,3.9545454545454546,3.1666666666666665,11,0,0,0,2,0,1,6
U0226,M0075,The Golden River,Romance,Quentin Tarantino,French,NC-17,2007,3.5,59.0,M,Doctor,2024-06-18,Senior,17,6,3.1666666666666665,2.5217391304347827,9,7,1,1,7,1,1,1
U0272,M0078,The Shattered Star,Animation,Ava DuVernay,Hindi,PG-13,2010,3.0,28.0,Other,Other,2024-12-09,Young Adult,14,12,3.0,2.6607142857142856,10,1,2,3,0,2,2,4
U0164,M0044,The Wild City,Sci-Fi,Bong Joon-ho,Korean,R,2002,3.5,21.0,Other,Engineer,2024-07-23,Youth,22,7,3.5625,3.1458333333333335,8,8,5,4,1,2,3,2
U0290,M0115,The Golden River,Romance,Quentin Tarantino,French,NC-17,2019,4.0,58.0,Other,Engineer,2024-03-22,Senior,5,3,3.409090909090909,3.03125,11,7,1,1,7,2,1,2
U0090,M0134,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Hindi,R,2013,2.5,24.0,Unknown,Unknown,2024-08-18,Youth,11,8,3.3333333333333335,2.875,12,8,2,4,1,3,3,8
U0053,M0024,The Wild City,Sci-Fi,Bong Joon-ho,Italian,R,2017,4.5,41.0,F,Artist,2024-07-25,Adult,7,7,3.0,3.0833333333333335,9,8,3,4,1,0,0,0
U0076,M0028,The Hidden Kingdom,Animation,Ava DuVernay,Korean,PG-13,2003,3.5,53.0,F,Doctor,2024-09-26,Senior,21,9,3.0,2.9411764705882355,11,1,5,3,0,0,1,1
U0250,M0063,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,2005,4.0,26.0,Other,Engineer,2024-06-25,Young Adult,19,6,2.8181818181818183,3.1363636363636362,11,4,6,3,9,2,2,2
U0240,M0006,The Broken Path,Thriller,Unknown,Hindi,G,1998,2.0,45.0,F,Artist,2024-05-17,Adult,26,5,2.65,2.8333333333333335,10,9,2,0,10,0,0,0
U0268,M0143,The Eternal Dream,Drama,Steven Spielberg,Portuguese,PG-13,1998,3.5,41.0,F,Artist,2024-08-20,Adult,26,8,3.0625,3.175,8,4,6,3,9,0,0,0
U0215,M0137,The Sacred Sky,Horror,Martin Scorsese,English,PG,1993,2.5,22.0,Other,Unknown,2024-06-03,Youth,31,6,3.2777777777777777,2.5,9,6,0,2,6,2,3,8
U0135,M0080,The Bright Sun,Fantasy,Jordan Peele,Italian,NC-17,2021,2.0,55.0,Other,Teacher,2024-08-03,Senior,3,8,3.125,2.857142857142857,12,5,3,1,5,2,1,7
U0217,M0114,The Fallen Mountain,Sci-Fi,Bong Joon-ho,Unknown,R,2000,4.0,31.0,M,Doctor,2024-05-24,Young Adult,24,5,3.0555555555555554,3.325,9,8,8,4,1,1,2,1
U0203,M0127,The Last Journey,Horror,Unknown,Portuguese,PG,2000,4.0,21.0,M,Artist,2024-02-11,Youth,24,2,3.95,3.0652173913043477,10,6,6,2,10,1,3,0
U0101,M0082,The Lost Heart,Comedy,Greta Gerwig,Unknown,PG,2019,2.5,35.0,Other,Doctor,2024-10-08,Adult,5,10,3.611111111111111,3.0,9,2,8,2,4,2,0,1
U0060,M0150,The Silver Horizon,Fantasy,Jordan Peele,Hindi,NC-17,2003,3.0,27.0,Other,Doctor,2024-08-18,Young Adult,21,8,2.95,3.2142857142857144,10,5,2,1,5,2,2,1
U0121,M0039,The Twisted Moon,Documentary,Denis Villeneuve,Portuguese,R,1997,2.5,60.0,F,Artist,2024-12-15,Senior,27,12,2.9375,3.2777777777777777,8,3,6,4,3,0,1,0
